,Site,Transect,Date,Genus,Species,Size,Count,Phase,Notes,Observer,Year,log_a_coef,b_coef,biomass_g
213,Conch,3,8/22/2022,Sparisoma,aurofrenatum,11,1,Initial,NA,AAS,2022,-5.7587,3.4291,17.43571079
214,Conch,3,8/22/2022,Sparisoma,rubripinne,18,1,Initial,NA,AAS,2022,-4.8701,3.0641,109.718657
215,Conch,3,8/22/2022,Sparisoma,rubripinne,15,1,Initial,NA,AAS,2022,-4.8701,3.0641,62.75686304
216,Conch,4,8/22/2022,Sparisoma,rubripinne,14,1,Initial,NA,AAS,2022,-4.8701,3.0641,50.798503
217,Conch,4,8/22/2022,Sparisoma,viride,28,1,Terminal,NA,AAS,2022,-4.5223,2.9214,423.4747036
218,Conch,4,8/22/2022,Sparisoma,viride,16,1,Initial,NA,AAS,2022,-4.5223,2.9214,82.56882746
219,Conch,4,8/22/2022,Sparisoma,aurofrenatum,14,1,Initial,NA,AAS,2022,-5.7587,3.4291,39.8646217
220,Conch,4,8/22/2022,Sparisoma,aurofrenatum,13,1,Initial,NA,AAS,2022,-5.7587,3.4291,30.91883698
221,Conch,4,8/22/2022,Sparisoma,aurofrenatum,14,1,Initial,NA,AAS,2022,-5.7587,3.4291,39.8646217
222,Conch,4,8/22/2022,Sparisoma,aurofrenatum,15,1,Initial,NA,AAS,2022,-5.7587,3.4291,50.50501872
223,Conch,4,8/22/2022,Sparisoma,aurofrenatum,13,1,Initial,NA,AAS,2022,-5.7587,3.4291,30.91883698
224,Conch,4,8/22/2022,Scarus,iseri,16,1,Terminal,NA,AAS,2022,-4.8887,3.0548,69.89493784
225,Conch,5,8/22/2022,Sparisoma,aurofrenatum,12,1,Initial,NA,AAS,2022,-5.7587,3.4291,23.49743251
226,Conch,5,8/22/2022,Sparisoma,aurofrenatum,22,1,Terminal,NA,AAS,2022,-5.7587,3.4291,187.8026062
227,Conch,5,8/22/2022,Sparisoma,aurofrenatum,13,1,Initial,NA,AAS,2022,-5.7587,3.4291,30.91883698
228,Conch,5,8/22/2022,Sparisoma,aurofrenatum,16,1,Initial,NA,AAS,2022,-5.7587,3.4291,63.01556471
229,Conch,5,8/22/2022,Sparisoma,viride,15,1,Initial,NA,AAS,2022,-4.5223,2.9214,68.38061528
230,Conch,5,8/22/2022,Sparisoma,viride,2,1,Juvenile,NA,AAS,2022,-4.5223,2.9214,0.189901777
231,Conch,5,8/22/2022,Sparisoma,rubripinne,26,1,Terminal,NA,AAS,2022,-4.8701,3.0641,338.5476749
232,Conch,5,8/22/2022,Sparisoma,rubripinne,24,1,Terminal,NA,AAS,2022,-4.8701,3.0641,264.9142169
233,Conch,6,8/22/2022,Sparisoma,aurofrenatum,15,1,Initial,NA,ML,2022,-5.7587,3.4291,50.50501872
234,Conch,6,8/22/2022,Sparisoma,aurofrenatum,10,1,Initial,NA,ML,2022,-5.7587,3.4291,12.57476854
235,Conch,6,8/22/2022,Sparisoma,aurofrenatum,10,1,Initial,NA,ML,2022,-5.7587,3.4291,12.57476854
236,Conch,6,8/22/2022,Sparisoma,aurofrenatum,12,1,Initial,NA,ML,2022,-5.7587,3.4291,23.49743251
237,Conch,6,8/22/2022,Sparisoma,aurofrenatum,17,1,Initial,NA,ML,2022,-5.7587,3.4291,77.57689558
238,Conch,6,8/22/2022,Sparisoma,aurofrenatum,20,1,Terminal,NA,ML,2022,-5.7587,3.4291,135.4446821
239,Conch,6,8/22/2022,Sparisoma,aurofrenatum,17,1,Terminal,NA,ML,2022,-5.7587,3.4291,77.57689558
240,Conch,6,8/22/2022,Scarus,iseri,11,1,Terminal,NA,ML,2022,-4.8887,3.0548,22.25083814
241,Conch,6,8/22/2022,Sparisoma,viride,14,1,Initial,NA,ML,2022,-4.5223,2.9214,55.89827983
242,Conch,6,8/22/2022,Sparisoma,rubripinne,21,1,Terminal,NA,ML,2022,-4.8701,3.0641,175.9592657
243,Conch,7,8/22/2022,Sparisoma,aurofrenatum,20,1,Terminal,NA,ML,2022,-5.7587,3.4291,135.4446821
244,Conch,7,8/22/2022,Sparisoma,aurofrenatum,22,1,Terminal,NA,ML,2022,-5.7587,3.4291,187.8026062
245,Conch,7,8/22/2022,Sparisoma,aurofrenatum,20,1,Terminal,NA,ML,2022,-5.7587,3.4291,135.4446821
246,Conch,7,8/22/2022,Sparisoma,aurofrenatum,17,1,Terminal,NA,ML,2022,-5.7587,3.4291,77.57689558
247,Conch,7,8/22/2022,Sparisoma,aurofrenatum,10,1,Initial,NA,ML,2022,-5.7587,3.4291,12.57476854
248,Conch,7,8/22/2022,Sparisoma,aurofrenatum,19,1,Initial,NA,ML,2022,-5.7587,3.4291,113.59886
249,Conch,7,8/22/2022,Sparisoma,viride,10,1,Initial,NA,ML,2022,-4.5223,2.9214,20.91702907
250,Conch,7,8/22/2022,Sparisoma,viride,22,1,Initial,NA,ML,2022,-4.5223,2.9214,209.3406748
251,Conch,7,8/22/2022,Sparisoma,rubripinne,28,1,Terminal,NA,ML,2022,-4.8701,3.0641,424.851273
252,Conch,7,8/22/2022,Sparisoma,rubripinne,26,1,Terminal,NA,ML,2022,-4.8701,3.0641,338.5476749
253,Conch,7,8/22/2022,Sparisoma,rubripinne,25,1,Terminal,NA,ML,2022,-4.8701,3.0641,300.2119536
254,Conch,8,8/22/2022,Scarus,taeniopterus,33,1,Terminal,NA,ML,2022,-4.1836,2.7086,434.5571075
255,Conch,8,8/22/2022,Scarus,taeniopterus,17,1,Terminal,NA,ML,2022,-4.1836,2.7086,72.076543
256,Conch,8,8/22/2022,Sparisoma,aurofrenatum,12,1,Initial,NA,ML,2022,-5.7587,3.4291,23.49743251
257,Conch,8,8/22/2022,Sparisoma,rubripinne,25,1,Terminal,NA,ML,2022,-4.8701,3.0641,300.2119536
258,Conch,9,8/22/2022,Sparisoma,chrysopterum,30,1,Terminal,NA,ML,2022,-5.1754,3.1708,477.5909344
259,Conch,9,8/22/2022,Sparisoma,aurofrenatum,10,1,Initial,NA,ML,2022,-5.7587,3.4291,12.57476854
260,Conch,9,8/22/2022,Sparisoma,aurofrenatum,12,1,Initial,NA,ML,2022,-5.7587,3.4291,23.49743251
261,Conch,9,8/22/2022,Sparisoma,aurofrenatum,11,1,Initial,NA,ML,2022,-5.7587,3.4291,17.43571079
262,Conch,9,8/22/2022,Sparisoma,aurofrenatum,12,1,Initial,NA,ML,2022,-5.7587,3.4291,23.49743251
263,Conch,9,8/22/2022,Sparisoma,aurofrenatum,13,1,Initial,NA,ML,2022,-5.7587,3.4291,30.91883698
264,Conch,9,8/22/2022,Sparisoma,aurofrenatum,14,1,Initial,NA,ML,2022,-5.7587,3.4291,39.8646217
265,Conch,9,8/22/2022,Sparisoma,aurofrenatum,17,1,Terminal,NA,ML,2022,-5.7587,3.4291,77.57689558
266,Conch,9,8/22/2022,Sparisoma,viride,30,1,Initial,NA,ML,2022,-4.5223,2.9214,518.0384956
267,Conch,10,8/22/2022,Sparisoma,aurofrenatum,13,1,Initial,NA,ML,2022,-5.7587,3.4291,30.91883698
268,Conch,10,8/22/2022,Sparisoma,aurofrenatum,14,1,Initial,NA,ML,2022,-5.7587,3.4291,39.8646217
269,Conch,10,8/22/2022,Sparisoma,aurofrenatum,21,1,Terminal,NA,ML,2022,-5.7587,3.4291,160.1113737
270,Conch,10,8/22/2022,Sparisoma,rubripinne,28,1,Terminal,NA,ML,2022,-4.8701,3.0641,424.851273
271,Conch,10,8/22/2022,Scarus,iseri,13,1,Terminal,NA,ML,2022,-4.8887,3.0548,37.06586611
272,Davis,1,8/22/2022,Sparisoma,aurofrenatum,11,1,Initial,NA,ML,2022,-5.7587,3.4291,17.43571079
273,Davis,1,8/22/2022,Sparisoma,aurofrenatum,13,1,Initial,NA,ML,2022,-5.7587,3.4291,30.91883698
274,Davis,1,8/22/2022,Sparisoma,aurofrenatum,10,1,Initial,NA,ML,2022,-5.7587,3.4291,12.57476854
275,Davis,1,8/22/2022,Sparisoma,aurofrenatum,15,1,Terminal,NA,ML,2022,-5.7587,3.4291,50.50501872
276,Davis,1,8/22/2022,Sparisoma,aurofrenatum,17,1,Terminal,NA,ML,2022,-5.7587,3.4291,77.57689558
277,Davis,1,8/22/2022,Sparisoma,viride,10,1,Initial,NA,ML,2022,-4.5223,2.9214,20.91702907
278,Davis,1,8/22/2022,Sparisoma,viride,15,1,Initial,NA,ML,2022,-4.5223,2.9214,68.38061528
279,Davis,1,8/22/2022,Sparisoma,chrysopterum,18,1,Initial,NA,ML,2022,-5.1754,3.1708,94.54053577
280,Davis,1,8/22/2022,Sparisoma,chrysopterum,17,1,Initial,NA,ML,2022,-5.1754,3.1708,78.86920078
281,Davis,1,8/22/2022,Sparisoma,chrysopterum,21,1,Terminal,NA,ML,2022,-5.1754,3.1708,154.1320447
282,Davis,1,8/22/2022,Sparisoma,rubripinne,22,1,Initial,NA,ML,2022,-4.8701,3.0641,202.9164876
283,Davis,2,8/22/2022,Sparisoma,viride,30,1,Terminal,NA,ML,2022,-4.5223,2.9214,518.0384956
284,Davis,2,8/22/2022,Sparisoma,viride,28,1,Terminal,NA,ML,2022,-4.5223,2.9214,423.4747036
285,Davis,2,8/22/2022,Sparisoma,viride,30,1,Initial,NA,ML,2022,-4.5223,2.9214,518.0384956
286,Davis,2,8/22/2022,Sparisoma,viride,10,1,Initial,NA,ML,2022,-4.5223,2.9214,20.91702907
287,Davis,2,8/22/2022,Sparisoma,viride,22,1,Initial,NA,ML,2022,-4.5223,2.9214,209.3406748
288,Davis,2,8/22/2022,Sparisoma,viride,15,1,Initial,NA,ML,2022,-4.5223,2.9214,68.38061528
289,Davis,2,8/22/2022,Sparisoma,rubripinne,25,1,Terminal,NA,ML,2022,-4.8701,3.0641,300.2119536
290,Davis,2,8/22/2022,Sparisoma,rubripinne,20,1,Initial,NA,ML,2022,-4.8701,3.0641,151.5255991
291,Davis,2,8/22/2022,Sparisoma,rubripinne,22,1,Initial,NA,ML,2022,-4.8701,3.0641,202.9164876
292,Davis,2,8/22/2022,Sparisoma,rubripinne,22,1,Initial,NA,ML,2022,-4.8701,3.0641,202.9164876
293,Davis,2,8/22/2022,Sparisoma,rubripinne,20,1,Initial,NA,ML,2022,-4.8701,3.0641,151.5255991
294,Davis,2,8/22/2022,Scarus,taeniopterus,30,1,Terminal,NA,ML,2022,-4.1836,2.7086,335.6839915
295,Davis,2,8/22/2022,Sparisoma,aurofrenatum,13,1,Initial,NA,ML,2022,-5.7587,3.4291,30.91883698
296,Davis,2,8/22/2022,Sparisoma,aurofrenatum,16,1,Terminal,NA,ML,2022,-5.7587,3.4291,63.01556471
297,Davis,3,8/22/2022,Sparisoma,aurofrenatum,16,1,Initial,NA,ML,2022,-5.7587,3.4291,63.01556471
298,Davis,3,8/22/2022,Sparisoma,aurofrenatum,13,1,Initial,NA,ML,2022,-5.7587,3.4291,30.91883698
299,Davis,3,8/22/2022,Sparisoma,aurofrenatum,11,1,Initial,NA,ML,2022,-5.7587,3.4291,17.43571079
300,Davis,3,8/22/2022,Sparisoma,aurofrenatum,12,1,Initial,NA,ML,2022,-5.7587,3.4291,23.49743251
301,Davis,3,8/22/2022,Sparisoma,aurofrenatum,18,1,Terminal,NA,ML,2022,-5.7587,3.4291,94.37456161
302,Davis,3,8/22/2022,Sparisoma,viride,10,1,Initial,NA,ML,2022,-4.5223,2.9214,20.91702907
303,Davis,4,8/22/2022,Sparisoma,aurofrenatum,13,1,Initial,NA,ML,2022,-5.7587,3.4291,30.91883698
304,Davis,4,8/22/2022,Sparisoma,aurofrenatum,14,1,Initial,NA,ML,2022,-5.7587,3.4291,39.8646217
305,Davis,4,8/22/2022,Sparisoma,aurofrenatum,13,1,Initial,NA,ML,2022,-5.7587,3.4291,30.91883698
306,Davis,4,8/22/2022,Sparisoma,aurofrenatum,13,1,Initial,NA,ML,2022,-5.7587,3.4291,30.91883698
307,Davis,4,8/22/2022,Sparisoma,rubripinne,24,1,Terminal,NA,ML,2022,-4.8701,3.0641,264.9142169
308,Davis,4,8/22/2022,Scarus,iseri,12,1,Terminal,NA,ML,2022,-4.8887,3.0548,29.02571124
309,Davis,4,8/22/2022,Sparisoma,chrysopterum,18,1,Initial,NA,ML,2022,-5.1754,3.1708,94.54053577
310,Davis,5,8/22/2022,Sparisoma,aurofrenatum,11,1,Initial,NA,ML,2022,-5.7587,3.4291,17.43571079
311,Davis,5,8/22/2022,Sparisoma,chrysopterum,22,1,Initial,NA,ML,2022,-5.1754,3.1708,178.6297689
312,Davis,6,8/22/2022,Sparisoma,viride,15,1,Initial,NA,AAS,2022,-4.5223,2.9214,68.38061528
313,Davis,6,8/22/2022,Sparisoma,aurofrenatum,22,1,Terminal,NA,AAS,2022,-5.7587,3.4291,187.8026062
314,Davis,6,8/22/2022,Sparisoma,aurofrenatum,6,1,Initial,NA,AAS,2022,-5.7587,3.4291,2.181516252
315,Davis,6,8/22/2022,Sparisoma,aurofrenatum,19,1,Terminal,NA,AAS,2022,-5.7587,3.4291,113.59886
316,Davis,6,8/22/2022,Sparisoma,aurofrenatum,12,1,Initial,NA,AAS,2022,-5.7587,3.4291,23.49743251
317,Davis,6,8/22/2022,Sparisoma,rubripinne,24,1,Terminal,NA,AAS,2022,-4.8701,3.0641,264.9142169
318,Davis,6,8/22/2022,Sparisoma,rubripinne,18,1,Initial,NA,AAS,2022,-4.8701,3.0641,109.718657
319,Davis,6,8/22/2022,Sparisoma,rubripinne,13,1,Initial,NA,AAS,2022,-4.8701,3.0641,40.47937755
320,Davis,7,8/22/2022,Sparisoma,aurofrenatum,13,1,Initial,NA,AAS,2022,-5.7587,3.4291,30.91883698
321,Davis,7,8/22/2022,Sparisoma,aurofrenatum,15,1,Initial,NA,AAS,2022,-5.7587,3.4291,50.50501872
322,Davis,7,8/22/2022,Sparisoma,aurofrenatum,12,1,Initial,NA,AAS,2022,-5.7587,3.4291,23.49743251
323,Davis,7,8/22/2022,Sparisoma,aurofrenatum,13,1,Initial,NA,AAS,2022,-5.7587,3.4291,30.91883698
324,Davis,7,8/22/2022,Sparisoma,rubripinne,16,1,Initial,NA,AAS,2022,-4.8701,3.0641,76.4793237
325,Davis,7,8/22/2022,Sparisoma,viride,17,1,Initial,NA,AAS,2022,-4.5223,2.9214,98.56744039
326,Davis,7,8/22/2022,Scarus,taeniopterus,20,1,Initial,NA,AAS,2022,-4.1836,2.7086,111.9360162
327,Davis,8,8/22/2022,Scarus,iseri,3,1,Initial,NA,AAS,2022,-4.8887,3.0548,0.420348991
328,Davis,8,8/22/2022,Sparisoma,aurofrenatum,3,1,Initial,NA,AAS,2022,-5.7587,3.4291,0.202533326
329,Davis,8,8/22/2022,Sparisoma,aurofrenatum,15,1,Initial,NA,AAS,2022,-5.7587,3.4291,50.50501872
330,Davis,8,8/22/2022,Sparisoma,aurofrenatum,17,1,Initial,NA,AAS,2022,-5.7587,3.4291,77.57689558
331,Davis,8,8/22/2022,Sparisoma,viride,18,1,Initial,NA,AAS,2022,-4.5223,2.9214,116.4804652
332,Davis,8,8/22/2022,Sparisoma,viride,2,1,Juvenile,NA,AAS,2022,-4.5223,2.9214,0.189901777
333,Davis,9,8/22/2022,Scarus,vetula,22,1,Terminal,NA,AAS,2022,-5.5396,3.33,182.2499959
334,Davis,9,8/22/2022,Scarus,taeniopterus,21,1,Initial,NA,AAS,2022,-4.1836,2.7086,127.7506686
335,Davis,9,8/22/2022,Scarus,taeniopterus,2,1,Initial,NA,AAS,2022,-4.1836,2.7086,0.218962552
336,Davis,9,8/22/2022,Sparisoma,aurofrenatum,3,1,Juvenile,NA,AAS,2022,-5.7587,3.4291,0.202533326
337,Davis,9,8/22/2022,Sparisoma,viride,2,1,Juvenile,NA,AAS,2022,-4.5223,2.9214,0.189901777
338,Davis,9,8/22/2022,Sparisoma,viride,31,1,Terminal,NA,AAS,2022,-4.5223,2.9214,570.1170803
339,Davis,9,8/22/2022,Sparisoma,viride,12,1,Initial,NA,AAS,2022,-4.5223,2.9214,35.63035031
340,Davis,9,8/22/2022,Sparisoma,viride,18,1,Initial,NA,AAS,2022,-4.5223,2.9214,116.4804652
341,Davis,9,8/22/2022,Sparisoma,viride,16,1,Initial,NA,AAS,2022,-4.5223,2.9214,82.56882746
342,Davis,10,8/22/2022,Sparisoma,aurofrenatum,20,1,Terminal,NA,AAS,2022,-5.7587,3.4291,135.4446821
343,Davis,10,8/22/2022,Sparisoma,aurofrenatum,5,1,Initial,NA,AAS,2022,-5.7587,3.4291,1.167449334
344,Davis,10,8/22/2022,Sparisoma,aurofrenatum,4,1,Initial,NA,AAS,2022,-5.7587,3.4291,0.543155168
345,Davis,10,8/22/2022,Sparisoma,aurofrenatum,19,1,Terminal,NA,AAS,2022,-5.7587,3.4291,113.59886
346,Davis,10,8/22/2022,Sparisoma,aurofrenatum,6,1,Initial,NA,AAS,2022,-5.7587,3.4291,2.181516252
347,Davis,10,8/22/2022,Sparisoma,aurofrenatum,3,1,Juvenile,NA,AAS,2022,-5.7587,3.4291,0.202533326
348,Davis,10,8/22/2022,Sparisoma,aurofrenatum,5,1,Initial,NA,AAS,2022,-5.7587,3.4291,1.167449334
349,Davis,10,8/22/2022,Sparisoma,rubripinne,16,1,Initial,NA,AAS,2022,-4.8701,3.0641,76.4793237
350,Davis,10,8/22/2022,Sparisoma,viride,2,1,Juvenile,NA,AAS,2022,-4.5223,2.9214,0.189901777
351,Davis,10,8/22/2022,Sparisoma,viride,22,1,Initial,NA,AAS,2022,-4.5223,2.9214,209.3406748
352,Davis,10,8/22/2022,Scarus,vetula,17,1,Initial,NA,AAS,2022,-5.5396,3.33,77.23157795
353,Davis,10,8/22/2022,Scarus,iseri,3,1,Initial,NA,AAS,2022,-4.8887,3.0548,0.420348991
354,French,1,8/20/2022,Sparisoma,viride,22,1,Initial,NA,AAS,2022,-4.5223,2.9214,209.3406748
355,French,1,8/20/2022,Sparisoma,rubripinne,19,1,Initial,NA,AAS,2022,-4.8701,3.0641,129.4878168
356,French,1,8/20/2022,Sparisoma,rubripinne,4,1,Juvenile,NA,AAS,2022,-4.8701,3.0641,1.09338225
357,French,1,8/20/2022,Sparisoma,rubripinne,5,1,Juvenile,NA,AAS,2022,-4.8701,3.0641,2.166277008
358,French,1,8/20/2022,Sparisoma,aurofrenatum,12,1,Initial,NA,AAS,2022,-5.7587,3.4291,23.49743251
359,French,1,8/20/2022,Sparisoma,aurofrenatum,12,1,Initial,NA,AAS,2022,-5.7587,3.4291,23.49743251
360,French,1,8/20/2022,Sparisoma,aurofrenatum,14,1,Initial,NA,AAS,2022,-5.7587,3.4291,39.8646217
361,French,1,8/20/2022,Scarus,vetula,14,1,Initial,NA,AAS,2022,-5.5396,3.33,40.45818154
362,French,2,8/20/2022,Scarus,coeruleus,36,1,Terminal,NA,AAS,2022,-5.0162,3.1109,863.3789375
363,French,2,8/20/2022,Sparisoma,aurofrenatum,20,1,Terminal,NA,AAS,2022,-5.7587,3.4291,135.4446821
364,French,2,8/20/2022,Sparisoma,aurofrenatum,18,1,Initial,NA,AAS,2022,-5.7587,3.4291,94.37456161
365,French,2,8/20/2022,Sparisoma,aurofrenatum,14,1,Initial,NA,AAS,2022,-5.7587,3.4291,39.8646217
366,French,2,8/20/2022,Sparisoma,aurofrenatum,21,1,Initial,NA,AAS,2022,-5.7587,3.4291,160.1113737
367,French,2,8/20/2022,Sparisoma,aurofrenatum,8,1,Initial,NA,AAS,2022,-5.7587,3.4291,5.85040423
368,French,2,8/20/2022,Sparisoma,aurofrenatum,4,1,Initial,NA,AAS,2022,-5.7587,3.4291,0.543155168
369,French,2,8/20/2022,Sparisoma,aurofrenatum,17,1,Initial,NA,AAS,2022,-5.7587,3.4291,77.57689558
370,French,2,8/20/2022,Sparisoma,aurofrenatum,20,1,Initial,NA,AAS,2022,-5.7587,3.4291,135.4446821
371,French,2,8/20/2022,Scarus,taeniopterus,15,1,Terminal,NA,AAS,2022,-4.1836,2.7086,51.35240458
372,French,2,8/20/2022,Scarus,taeniopterus,5,1,Initial,NA,AAS,2022,-4.1836,2.7086,2.619570878
373,French,2,8/20/2022,Scarus,taeniopterus,3,1,Initial,NA,AAS,2022,-4.1836,2.7086,0.656644983
374,French,2,8/20/2022,Scarus,iseri,3,1,Initial,NA,AAS,2022,-4.8887,3.0548,0.420348991
375,French,2,8/20/2022,Sparisoma,viride,8,1,Initial,NA,AAS,2022,-4.5223,2.9214,10.89901093
376,French,3,8/20/2022,Sparisoma,viride,18,1,Initial,NA,AAS,2022,-4.5223,2.9214,116.4804652
377,French,3,8/20/2022,Sparisoma,viride,21,1,Initial,NA,AAS,2022,-4.5223,2.9214,182.7390857
378,French,3,8/20/2022,Sparisoma,viride,20,1,Initial,NA,AAS,2022,-4.5223,2.9214,158.4634217
379,French,3,8/20/2022,Sparisoma,viride,17,1,Initial,NA,AAS,2022,-4.5223,2.9214,98.56744039
380,French,3,8/20/2022,Sparisoma,viride,17,1,Initial,NA,AAS,2022,-4.5223,2.9214,98.56744039
381,French,3,8/20/2022,Sparisoma,viride,22,1,Initial,NA,AAS,2022,-4.5223,2.9214,209.3406748
382,French,3,8/20/2022,Sparisoma,viride,23,1,Terminal,NA,AAS,2022,-4.5223,2.9214,238.3700569
383,French,3,8/20/2022,Sparisoma,aurofrenatum,20,1,Terminal,NA,AAS,2022,-5.7587,3.4291,135.4446821
384,French,3,8/20/2022,Sparisoma,aurofrenatum,22,1,Terminal,NA,AAS,2022,-5.7587,3.4291,187.8026062
385,French,3,8/20/2022,Sparisoma,aurofrenatum,6,1,Initial,NA,AAS,2022,-5.7587,3.4291,2.181516252
386,French,3,8/20/2022,Sparisoma,aurofrenatum,4,1,Juvenile,NA,AAS,2022,-5.7587,3.4291,0.543155168
387,French,3,8/20/2022,Sparisoma,rubripinne,22,1,Initial,NA,AAS,2022,-4.8701,3.0641,202.9164876
388,French,3,8/20/2022,Sparisoma,rubripinne,16,1,Initial,NA,AAS,2022,-4.8701,3.0641,76.4793237
389,French,3,8/20/2022,Scarus,iseri,5,1,Initial,NA,AAS,2022,-4.8887,3.0548,2.001306331
390,French,3,8/20/2022,Scarus,iseri,6,1,Initial,NA,AAS,2022,-4.8887,3.0548,3.49298274
391,French,3,8/20/2022,Scarus,iseri,5,1,Initial,NA,AAS,2022,-4.8887,3.0548,2.001306331
392,French,3,8/20/2022,Scarus,taeniopterus,5,1,Initial,NA,AAS,2022,-4.1836,2.7086,2.619570878
393,French,4,8/20/2022,Sparisoma,viride,24,1,Terminal,NA,AAS,2022,-4.5223,2.9214,269.9287363
394,French,4,8/20/2022,Sparisoma,viride,24,1,Terminal,NA,AAS,2022,-4.5223,2.9214,269.9287363
395,French,4,8/20/2022,Sparisoma,viride,19,1,Initial,NA,AAS,2022,-4.5223,2.9214,136.4114326
396,French,4,8/20/2022,Sparisoma,viride,10,1,Initial,NA,AAS,2022,-4.5223,2.9214,20.91702907
397,French,4,8/20/2022,Scarus,vetula,28,1,Terminal,NA,AAS,2022,-5.5396,3.33,406.8518025
398,French,4,8/20/2022,Sparisoma,rubripinne,24,1,Terminal,NA,AAS,2022,-4.8701,3.0641,264.9142169
399,French,4,8/20/2022,Sparisoma,rubripinne,18,1,Initial,NA,AAS,2022,-4.8701,3.0641,109.718657
400,French,4,8/20/2022,Sparisoma,aurofrenatum,11,1,Initial,NA,AAS,2022,-5.7587,3.4291,17.43571079
401,French,4,8/20/2022,Scarus,taeniopterus,9,1,Initial,NA,AAS,2022,-4.1836,2.7086,12.87245141
402,French,4,8/20/2022,Scarus,taeniopterus,6,1,Initial,NA,AAS,2022,-4.1836,2.7086,4.292402872
403,French,5,8/20/2022,Sparisoma,viride,17,1,Initial,NA,AAS,2022,-4.5223,2.9214,98.56744039
404,French,5,8/20/2022,Sparisoma,viride,25,1,Terminal,NA,AAS,2022,-4.5223,2.9214,304.1178709
405,French,5,8/20/2022,Sparisoma,viride,21,1,Initial,NA,AAS,2022,-4.5223,2.9214,182.7390857
406,French,5,8/20/2022,Sparisoma,viride,22,1,Terminal,NA,AAS,2022,-4.5223,2.9214,209.3406748
407,French,5,8/20/2022,Sparisoma,viride,18,1,Initial,NA,AAS,2022,-4.5223,2.9214,116.4804652
408,French,5,8/20/2022,Sparisoma,aurofrenatum,13,1,Initial,NA,AAS,2022,-5.7587,3.4291,30.91883698
409,French,5,8/20/2022,Sparisoma,aurofrenatum,16,1,Initial,NA,AAS,2022,-5.7587,3.4291,63.01556471
410,French,5,8/20/2022,Sparisoma,aurofrenatum,14,1,Initial,NA,AAS,2022,-5.7587,3.4291,39.8646217
411,French,5,8/20/2022,Scarus,iseri,4,1,Initial,NA,AAS,2022,-4.8887,3.0548,1.012215216
412,French,5,8/20/2022,Scarus,iseri,4,1,Initial,NA,AAS,2022,-4.8887,3.0548,1.012215216
413,French,5,8/20/2022,Scarus,iseri,5,1,Initial,NA,AAS,2022,-4.8887,3.0548,2.001306331
414,French,5,8/20/2022,Scarus,taeniopterus,5,1,Initial,NA,AAS,2022,-4.1836,2.7086,2.619570878
415,French,5,8/20/2022,Scarus,taeniopterus,4,1,Initial,NA,AAS,2022,-4.1836,2.7086,1.431329731
416,French,5,8/20/2022,Scarus,taeniopterus,5,1,Initial,NA,AAS,2022,-4.1836,2.7086,2.619570878
417,French,6,8/20/2022,Sparisoma,aurofrenatum,22,1,Terminal,NA,AAS,2022,-5.7587,3.4291,187.8026062
418,French,6,8/20/2022,Sparisoma,aurofrenatum,16,1,Initial,NA,AAS,2022,-5.7587,3.4291,63.01556471
419,French,6,8/20/2022,Sparisoma,aurofrenatum,3,1,Juvenile,NA,AAS,2022,-5.7587,3.4291,0.202533326
420,French,6,8/20/2022,Sparisoma,viride,27,1,Terminal,NA,AAS,2022,-4.5223,2.9214,380.7904961
421,French,6,8/20/2022,Sparisoma,viride,22,1,Initial,NA,AAS,2022,-4.5223,2.9214,209.3406748
422,French,7,8/20/2022,Scarus,taeniopterus,3,1,Initial,NA,AAS,2022,-4.1836,2.7086,0.656644983
423,French,7,8/20/2022,Scarus,vetula,17,1,Initial,NA,AAS,2022,-5.5396,3.33,77.23157795
424,French,7,8/20/2022,Scarus,vetula,29,1,Terminal,NA,AAS,2022,-5.5396,3.33,457.2832913
425,French,7,8/20/2022,Sparisoma,viride,21,1,Initial,NA,AAS,2022,-4.5223,2.9214,182.7390857
426,French,7,8/20/2022,Sparisoma,viride,23,1,Terminal,NA,AAS,2022,-4.5223,2.9214,238.3700569
427,French,7,8/20/2022,Scarus,iseri,4,1,Initial,NA,AAS,2022,-4.8887,3.0548,1.012215216
428,French,8,8/20/2022,Scarus,vetula,25,1,Initial,NA,AAS,2022,-5.5396,3.33,278.9589045
429,French,8,8/20/2022,Sparisoma,viride,22,1,Terminal,NA,AAS,2022,-4.5223,2.9214,209.3406748
430,French,8,8/20/2022,Sparisoma,viride,15,1,Initial,NA,AAS,2022,-4.5223,2.9214,68.38061528
431,French,8,8/20/2022,Sparisoma,viride,16,1,Initial,NA,AAS,2022,-4.5223,2.9214,82.56882746
432,French,8,8/20/2022,Sparisoma,viride,22,1,Initial,NA,AAS,2022,-4.5223,2.9214,209.3406748
433,French,8,8/20/2022,Scarus,iseri,3,1,Initial,NA,AAS,2022,-4.8887,3.0548,0.420348991
434,French,9,8/20/2022,Sparisoma,viride,21,1,Initial,NA,AAS,2022,-4.5223,2.9214,182.7390857
435,French,9,8/20/2022,Sparisoma,viride,21,1,Terminal,NA,AAS,2022,-4.5223,2.9214,182.7390857
436,French,9,8/20/2022,Sparisoma,viride,20,1,Initial,NA,AAS,2022,-4.5223,2.9214,158.4634217
437,French,9,8/20/2022,Sparisoma,viride,18,1,Initial,NA,AAS,2022,-4.5223,2.9214,116.4804652
